,Title,Published_date,Views,Likes,Dislikes,Comments
5053,Word Sneak with Nick Offerman,2020-03-11,160618,2102,0,80
5054,"Coronavirus Cancels St. Patrick's Day Parade, Super Tuesday Part 2",2020-03-11,178868,2811,0,183
5055,Charli D'Amelio Teaches a Dad 8 TikTok Dances,2020-03-11,23286987,587710,0,15532
5056,"KJ Apa Teases ""Wicked"" Surprises After Riverdale Graduation",2020-03-10,384748,11703,0,492
5057,Q&A-Rod with Alex Rodriguez,2020-03-10,77165,833,0,77
5058,Coronavirus Response and Spread Continues,2020-03-10,357485,5768,0,407
5059,I Liked an Instagram Post with HAIM,2020-03-10,141160,5426,0,196
5060,"Diego Luna's Jabba the Hutt ""Texture"" Comments Keep Haunting Him (Extended Interview)",2020-03-07,447574,11275,0,594
5061,Carrie Underwood Ditched Her Husband and Kids to See Guns N' Roses in Vegas,2020-03-07,444549,3821,0,470
5062,"Thank You Notes: New York's Ban on Plastic Bags, Nail Clippers",2020-03-07,121442,2498,0,123
5063,Vice President Mike Pence's Coronavirus PSA,2020-03-07,114099,2592,0,210
5064,Fittest of the Fit Challenge with Carrie Underwood,2020-03-07,429444,4847,0,229
5065,"Whitney Cummings Swaps Places with Jimmy to Talk ""Idiot"" Celebs and Heartwarming Vets",2020-03-06,168781,3029,0,168
5066,Seth Meyers Gets Real About Interviewing Presidential Candidates,2020-03-06,437103,4990,0,175
5067,Seth Meyers Shares a Travel Horror Story About Taking Toddler Sons to Uruguay,2020-03-06,497442,7814,0,416
5068,Hashtags: #SpringBreakInSixWords,2020-03-06,363089,5796,0,135
5069,"Whitney Cummings Interview Goes Off the Rails w/ Stories of Dog Steroids, IVF Injections (Extended)",2020-03-06,584079,10375,0,833
5070,Noah Schnapp Dishes on Stranger Things Season 4 Table Read and Smelling Zendaya,2020-03-05,2761892,116123,0,2273
5071,Bag of Secrets with Hillary Rodham Clinton,2020-03-05,229214,2923,0,721
5072,"Hillary Rodham Clinton on Coronavirus Response, Podcasting and How Howard Stern Was Right",2020-03-05,228964,3119,0,1087
5073,Hillary Rodham Clinton on Joe Biden's Super Tuesday Win,2020-03-05,137953,2135,0,1001
5074,Jimmy Recaps Super Tuesday Results,2020-03-05,116161,2008,0,198
5075,Joe Biden and Bernie Sanders' Super Tuesday Rallies,2020-03-05,625213,14965,0,1287
5076,Taylor Tomlinson Stand-Up,2020-03-04,2150084,54901,0,1079
5077,Tan France Was Asked to Give a French Tuck in a Bathroom,2020-03-04,268332,5962,0,221
5078,Kevin Bacon Proves He Can Hit a Bullseye with an Axe,2020-03-04,190487,2983,0,174
5079,Password with Kevin Bacon and Tan France,2020-03-04,964470,13165,0,429
5080,Pamela Adlon Revisits Her Bobby Hill Voice from King of the Hill,2020-03-03,1748358,22032,0,2590
5081,"Rachel Maddow on Joe Biden's South Carolina Primary ""Landslide""",2020-03-03,92116,1016,0,300
5082,#Blessed #Inspired: Love Thy Neighbor as Thyself,2020-03-03,51396,1236,0,54
5083,"Pete Buttigieg, Tom Steyer and Amy Klobuchar Drop from Presidential Race",2020-03-03,110255,2160,0,204
5084,Rachel Maddow Separates Coronavirus Facts from Fiction,2020-03-03,156753,2303,0,638
5085,Hailey Bieber Speaks Her Heart and Sets the Record Straight in Justin Bieber: Seasons,2020-02-29,1579934,26421,0,2292
5086,Norman Reedus Went Motorcycle Drifting in Tokyo During a Snowstorm,2020-02-29,158029,3990,0,243
5087,Phone Booth with Norman Reedus and Hailey Bieber,2020-02-29,1715372,35344,0,1003
5088,"Thank You Notes: South Carolina State Flag, Super Tuesday",2020-02-29,72281,1371,0,47
5089,Hailey Bieber Reveals a Beer Bottle Party Trick Led to Justin Bieber Marrying Her,2020-02-29,4698322,80822,0,4014
5090,Hey Robot with John Mulaney,2020-02-28,1088229,26400,0,761
5091,John Mulaney Got Jake Gyllenhaal to Go Crazy for Sack Lunch Bunch,2020-02-28,713453,15251,0,306
5092,John Mulaney Reacts to Pete Buttigieg Wanting Him to Star in a Mayor Pete Biopic,2020-02-28,904343,16408,0,574
5093,Hashtags: #AddAWordRuinATVShow,2020-02-28,743533,11359,0,661
5094,Bad Bunny Doesn't Know Who Won the Super Bowl After His Halftime Performance,2020-02-28,1904086,48510,0,1389
5095,"Bad Bunny Reveals Cover Art, Release Date and Meaning of YHLQMDLG",2020-02-28,6081604,166817,0,6454
5096,John Mulaney Lays Out His Campaign for Mayor of New York City,2020-02-28,2038602,42497,0,946
5097,David Beckham Hints at Lionel Messi and Cristiano Ronaldo Joining His Soccer Team,2020-02-27,1417921,32753,0,2159
5098,David Beckham Reacts to Wife Victoria Trolling Him on Instagram for His Lego Obsession,2020-02-27,6497140,83683,0,2465
5099,"Battle of the Instant Songwriters: ""Banned from Panera"" vs. ""My Uncle's on TikTok""",2020-02-27,49381,669,0,84
5100,Jimmy Recaps Democratic Debate Chaos,2020-02-27,156316,2295,0,183
5101,Steve Coogan Schools Jimmy on How to Do a Spot-On Michael Caine Impression,2020-02-26,249695,2484,0,297
5102,"Nick Jonas Gets ""Real"" About The Voice Judges Kelly Clarkson, Blake Shelton, John Legend",2020-02-26,367909,6451,0,220
5103,Nick Jonas Reacts to That Spinach in His Teeth During the Grammys,2020-02-26,830344,14959,0,330
5104,Trump Says Namaste to India at Rally,2020-02-26,1657322,57870,0,2803
5105,Jimmy Says Goodnight with a BTS Dance Party | The Tonight Show,2020-02-25,2792549,284549,0,4005
5106,"BTS Performs ""ON"" at Grand Central Terminal for The Tonight Show",2020-02-25,61631960,2525926,0,108409
5107,BTS and Jimmy Serve Katz's Deli Pastrami Sandwiches in NYC | The Tonight Show,2020-02-25,7843125,485393,0,7735
5108,Subway Olympics with BTS | The Tonight Show Starring Jimmy Fallon,2020-02-25,18298198,1029042,0,26070
5109,BTS Answers #FallonAsksBTS Fan ARMY Questions: Black Bean Noodle Incident Revealed,2020-02-25,4302894,370169,0,4272
5110,"BTS on First Impressions, Secret Career Dreams and Map of the Soul: 7 Meanings",2020-02-25,12736641,798853,0,23238
5111,"Thank You Notes: Times Square Mascots, Empire State Building",2020-02-25,80524,4205,0,234
5112,Jimmy Gives His Monologue from the New York City Subway,2020-02-25,314107,16817,0,491
5113,Steve Buscemi Reacts to Candles and Baby Yoda Memes with His Face on Them,2020-02-15,179807,2080,0,142
5114,Steve Buscemi Apologizes to P!nk for Blowing Her Off Before Her Debut,2020-02-15,202308,2763,0,180
5115,"Thank You Notes: Viral Photo of Trump's Tan Line, Candlelight Dinners",2020-02-15,367743,5491,0,259
5116,Whisper Challenge with Rosario Dawson,2020-02-14,282597,4435,0,171
5117,"Rosario Dawson on Her ""Not"" Date with Questlove and How Cory Booker Got Her Number",2020-02-14,322690,3595,0,500
5118,Hashtags: #WeddingFail,2020-02-14,677812,9726,0,218
5119,Justin Bieber Teaches Jimmy Fallon How to Play Hockey,2020-02-14,3200449,70594,0,2978
5120,"Zoë Kravitz on the Wedding Speech that Made Her Cry, Being Catwoman",2020-02-13,296211,4616,0,236
5121,Ryan Seacrest Explains That Chair Tumble He Took During Live with Kelly and Ryan,2020-02-13,150370,1164,0,75
5122,Senator Bernie Sanders Wins New Hampshire Primary,2020-02-13,75460,1298,0,236
5123,Backstreet Boys Clear Up Ryan Gosling and *NSYNC Rivalry Rumors,2020-02-12,1591478,25185,0,1589
5124,Constance Wu Reacts to Fresh Off the Boat Bloopers,2020-02-12,267606,4187,0,168
5125,Jo Firestone Stand-Up,2020-02-11,132969,2660,0,151
5126,Jane Levy Confesses She Had a Jimmy Fallon Shrine in Seventh Grade,2020-02-11,157312,2531,0,202
5127,Janet Jackson on Her Toddler Son's Cello Skills and Black Diamond Album Tour,2020-02-11,779188,14567,0,1662
5128,Why Wasn't This Made?: Apparatus and Method for Carrying a Child,2020-02-11,121499,1758,0,84
5129,Jimmy Responds to Viral Reaction to His RuPaul Interview,2020-02-11,3035301,110236,0,2907
5130,"Janet Jackson Reveals the Story Behind ""Nasty,"" What Her Earring Key Opens",2020-02-11,2237828,39612,0,5422
5131,Andre D Thompson Stand-Up,2020-02-08,95371,1262,0,69
5132,Jennifer Lopez Gets Emotional Reflecting on Her Super Bowl Halftime Show,2020-02-08,1956677,26892,0,2371
5133,"Thank You Notes: Iowa Caucuses, Red Lobster Ads",2020-02-08,92554,1974,0,64
5134,Meghan Trainor Reacts to Footage of Herself Singing with Her Soca Band at Age 13,2020-02-07,650169,11459,0,365
5135,RuPaul Plays Dirty Charades with Jimmy,2020-02-07,433136,11509,0,483
5136,"RuPaul on Covering Vanity Fair, Hosting SNL and Being the Queen of Drag",2020-02-07,2171631,46832,0,3032
5137,Hashtags: #DescribeAMovieBadly,2020-02-07,886447,15156,0,450
5138,"Lana Condor on Dissing Barack Obama for ""Queen Michelle"" and the To All the Boys Trilogy",2020-02-06,895722,20955,0,529
5139,Emotional Interview with Claire Danes,2020-02-06,130167,1728,0,85
5140,Claire Danes Cheered Up with J. Lo's Hustlers After Her Final Homeland Scenes,2020-02-06,259792,2897,0,282
5141,Donald Trump's State of the Union Address First Draft Outtakes,2020-02-06,214360,5817,0,381
5142,"Virtual Reality Pictionary with Claire Danes, Lana Condor and Lil Wayne",2020-02-06,1742492,35324,0,1460
5143,"Jeff Probst Almost Stole Credit for ""The Tribe Has Spoken"" Catchphrase",2020-02-05,302110,5953,0,327
5144,Margot Robbie Retires from Tattooing Friends After Almost Ruining a Wedding,2020-02-05,1904365,33548,0,1304
5145,Know It All with Margot Robbie,2020-02-05,1805650,30274,0,869
5146,Andy Samberg Pleads for Bruce Willis to Cameo on Brooklyn Nine-Nine,2020-02-04,2457326,72166,0,1867
5147,Andy Samberg and Jorma Taccone Compare Very Different Sundance Film Festival Experiences,2020-02-04,749386,15000,0,501
5148,"Finneas Teases James Bond Theme Song Release Date, Shares His Best Advice",2020-02-04,1565921,51810,0,1306
5149,"Finneas Reveals Everyday Sounds Hidden in ""Bury a Friend"" and ""Bad Guy""",2020-02-04,7286660,262528,0,7238
5150,"""High Kickin'"" with Andy Samberg",2020-02-04,195694,5429,0,281
5151,Ewan McGregor Watches The Mandalorian to Prep for Obi-Wan Kenobi Series,2020-02-01,1266561,35836,0,2143
5152,Mustard & Roddy Ricch: Ballin',2020-02-01,1993868,61164,0,2317
5153,Point Pleasant Police Department with Ewan McGregor,2020-02-01,422458,12668,0,675
5154,Louis Tomlinson Reacts to Home Footage of Himself Starring as Danny Zuko in Grease,2020-01-31,1241391,95113,0,2111
5155,J.J. Watt and Jimmy Struggle Through an Interview After Taking the Hot Ones Challenge,2020-01-31,900418,11693,0,399
5156,"Jimmy Fallon Covers ""Dinosaurs in Love""",2020-01-31,266976,9473,0,290
5157,J.J. Watt & Jimmy Get Their Feelings Hurt While Eating Spicy Wings w/ Sean Evans (Hot Ones),2020-01-31,2975613,55439,0,1828
5158,"Jameela Jamil Knocked Down Al Pacino, Rejected Leonardo DiCaprio to Smuggle Steaks",2020-01-30,406144,8783,0,417
5159,Jameela Jamil Went Full-Tahani Producing Boyfriend James Blake's Record About Her,2020-01-30,209629,4269,0,148
5160,Blake Lively Severely Broke Her Hand Punching Jude Law,2020-01-30,2332470,35619,0,826
5161,Blake Lively's Daughter Is More Starstruck by Jimmy Fallon Than Taylor Swift,2020-01-30,1819993,32801,0,469
5162,Hashtags: #AddAWordRuinABook,2020-01-30,437406,7423,0,223
5163,Jameela Jamil Broke Her Bum During a Fight Scene on The Good Place,2020-01-30,123606,3055,0,99
5164,Box of Lies with Blake Lively,2020-01-30,4486330,96733,0,1782
5165,Blake Lively Responds to Fans Mistaking Her Movie Makeup for a Makeup-Free Photo,2020-01-30,579136,5273,0,124
5166,Deepak Chopra Uses AI Digital Deepak to Guide Jimmy Through Meditation,2020-01-29,74404,1106,0,146
5167,"Michael Bloomberg on Climate Change, Gun Control, Public Health",2020-01-29,77196,1011,0,567
5168,Michael Bloomberg Reveals How President Trump Reacted to His Advice in 2016,2020-01-29,441173,5062,0,1686
5169,Donald Trump Cold-Calls Michael Bloomberg,2020-01-29,1103814,19648,0,2447
5170,Nick Thune Stand-Up,2020-01-28,118094,1996,0,139
5171,Michael Strahan Really Choked Eli Manning After Their Super Bowl Win,2020-01-28,62768,842,0,27
5172,"Michael Strahan Remembers Kobe Bryant: ""He Is a Legend for a Reason""",2020-01-28,1071088,20403,0,678
5173,Jimmy Fallon Remembers Kobe Bryant,2020-01-28,13384158,575760,0,15491
5174,Carmen Lynch Stand-Up,2020-01-25,162242,2509,0,163
5175,Jimmy Pitches Guy Raz Smelly Yoga Mat and DJ App Ideas,2020-01-25,35255,305,0,29
5176,"Thank You Notes: Impeachment Trial, Baby Jabba the Hutt",2020-01-25,208088,3478,0,152
5177,"News Smash: Impeachment Trial, NFL Pro Bowl, Mr. Peanut Dies, Grammys",2020-01-25,114881,2665,0,107
5178,Milo Ventimiglia Calls Out His This Is Us Co-Stars for Worrying About His Directing,2020-01-25,211534,3249,0,163
5179,David Dobrik and Jimmy Surprising People with $100 Bills and iPads,2020-01-25,2587723,133968,0,1892
5180,Wendy Williams Reacts to Giving Dua Lipa a Nickname and Spills the Tea on Her Divorce,2020-01-24,348478,7336,0,868
5181,Noah Centineo Clears Up To All the Boys: P.S. I Still Love You Love Triangle Rumors,2020-01-24,1469362,33132,0,1139
5182,Hashtags: #ThereShouldBeALaw,2020-01-24,688002,12123,0,234
5183,Water War with Noah Centineo,2020-01-24,1625006,60443,0,1144
5184,Bon Appétit's Claire Saffitz Challenges Jimmy to a Layer Cake-Decorating Contest,2020-01-23,1330918,57620,0,2671
5185,"Leslie Jones Debates Below Deck and Calls Out ""Misogynistic Biscuit"" Ashton",2020-01-23,128927,1665,0,184
5186,Jimmy Surprises Halsey by Replacing Her Lost Childhood Jelly Shoes,2020-01-23,432223,16160,0,418
5187,"Halsey Talks Kissing Evan Peters and Recites ""Graveyard"" Lyrics in a New Jersey Accent",2020-01-23,1865694,46896,0,1233
5188,One-Second Below Deck Quiz with Leslie Jones,2020-01-23,99406,1919,0,128
5189,David Dobrik Takes Over The Tonight Show,2020-01-22,3261603,115716,0,1366
5190,David Dobrik on Marrying His Friend's 70-Something Mom,2020-01-22,5054075,148581,0,1746
5191,Martin Short Gives His Hot Take on Oscar Nominations and Snubs,2020-01-22,374684,4978,0,418
5192,Do Not Read: How to Hide Anything,2020-01-22,263893,3546,0,92
5193,Charades with Martin Short and David Dobrik,2020-01-22,5583443,147277,0,2653
5194,David Dobrik Reenacts the Moment Justin Bieber Tickled Him at the Club,2020-01-22,7553120,277012,0,4338
5195,Ken Jeong Shares Secrets Behind Hiding The Masked Singer Contestants,2020-01-21,197558,2280,0,86
5196,Heavy or Light with Ken Jeong and Kate Upton,2020-01-21,478908,5687,0,226
5197,Kate Upton Demonstrates a Jiu-Jitsu Rear Naked Choke on Jimmy,2020-01-21,940641,7492,0,663
5198,Jimmy Has Robert Downey Jr. and the Dolittle Cast Secretly Slip Funny Words into Interviews,2020-01-20,167099,4513,0,129
5199,Vanessa Hudgens Reveals the Nickname Snoop Dogg Gave Her,2020-01-18,2133154,38782,0,2290
5200,Matthew McConaughey and Hugh Grant Swap Iconic Movie Lines,2020-01-18,4859569,33926,0,1327
5201,True Confessions with Matthew McConaughey and Hugh Grant,2020-01-18,1825743,22458,0,618
5202,Magician Justin Willman Teaches Jimmy a Trick to Make Soda Disappear with His Mind,2020-01-17,350369,6517,0,281
5203,Finn Wolfhard Talks Stranger Things 4 Hair Spoilers and Ghostbusters: Afterlife,2020-01-17,1937112,73549,0,1989
5204,"The Schitt's Creek Cast on Slow-Burn Success, Red Carpet Stanning and Moira's Wigs",2020-01-17,750580,11703,0,384
5205,Know Your Schitt's Creek with the Schitt's Creek Cast,2020-01-17,3038457,45551,0,910
5206,Aidy Bryant Explains the Wardrobe Mishap That Made Her Break Character on SNL,2020-01-16,1137553,16492,0,672
5207,Robert Downey Jr. and Jimmy Embarrass Themselves with Unaired SNL Sketch Stories,2020-01-16,778027,17156,0,368
5208,"News Smash: Impeachment Progress, Red Sox Scandal, Ken Jennings Jeopardy GOAT, Weed Town",2020-01-16,172574,2335,0,152
5209,Cue Card Cold Read w/ Robert Downey Jr.,2020-01-16,2044915,71882,0,1348
5210,Yara Shahidi's Mom Traumatized Her with a Scary Prank,2020-01-15,185281,3316,0,140
5211,Tyler Perry Tries to Keep Jimmy from Spoiling His Movie A Fall from Grace,2020-01-15,196427,3076,0,242
5212,Catchphrase with Tyler Perry and Yara Shahidi,2020-01-15,506603,9207,0,396
5213,Charlie Hunnam Got a Master Class in Acting from Hugh Grant in The Gentlemen,2020-01-14,1038123,13957,0,495
5214,Charlie Hunnam Sprinted Naked Through a Forest to Escape a Wasp Attack,2020-01-14,1243836,24998,0,1195
5215,"Selena Gomez Reacts to Wizards of Waverly Place Theme Inspiring Billie Eilish's ""Bad Guy""",2020-01-14,12899694,378610,0,12234
5216,Jimmy Interviews the Guy Who Wouldn't Stop Wooing at Seahawks-Packers Game,2020-01-14,137176,1816,0,146
5217,Can You Feel It? with Selena Gomez,2020-01-14,11986682,327259,0,8662
5218,Martin Lawrence and Will Smith Binge-Watched Bad Boys 1 and 2 Together,2020-01-11,349475,5842,0,300
5219,"Thank You Notes: Prince Harry, Timothée Chalamet",2020-01-11,253970,4882,0,136
5220,Martin Lawrence Reacts to Kendrick Lamar Walking Out of an Interview for Him,2020-01-11,2800863,41960,0,3798
5221,Patti Smith Didn't Expect a Viral Response to Her Instagram Photo with Keanu Reeves,2020-01-10,241870,4312,0,320
5222,Patti Smith Acted Like a Jerk to Bob Dylan When He Saw Her Band for the First Time,2020-01-10,559555,8408,0,767
5223,Will Smith Learned He's No Tom Cruise While Filming Bad Boys for Life,2020-01-10,3862533,54516,0,2915
5224,Michael Bay Maybe Made Will Smith's Career by Getting Him Shirtless in THAT Bad Boys Scene,2020-01-10,1036426,15448,0,662
5225,Hashtags: #RuinAMovieWithOneWord,2020-01-10,900044,14819,0,543
5226,Will Smith and Jimmy Fallon Rap the History of Will Smith,2020-01-10,1632259,50680,0,1473
5227,Jodie Whittaker on Being Welcomed Into the Doctor Who Universe,2020-01-09,253617,6521,0,1058
5228,Quentin Tarantino Recommends the Greatest Documentary Ever Made,2020-01-09,1651547,26905,0,1606
5229,"Screengrabs: All She Wants to Do Is Dan, This Old Ho",2020-01-09,295961,3860,0,108
5230,Jodie Whittaker Dresses Up as a Panda and Shows Off Her Mad Dancing Skills,2020-01-09,88865,1547,0,135
5231,Quentin Tarantino Reveals How The Golden Girls Helped Get Reservoir Dogs Made,2020-01-09,586818,14774,0,920
5232,Ask This Old House Experts Show Jimmy How to Survive Winter at Home,2020-01-08,270508,3539,0,280
5233,George MacKay Reveals His Most Dramatic Scene in 1917 Was a Mistake,2020-01-08,2409012,64949,0,3054
5234,Salma Hayek Massaged Tiffany Haddish's Bunioned Feet and Got Lucky,2020-01-08,1068595,15964,0,1197
5235,What's Behind Me? with Salma Hayek,2020-01-08,1110300,21599,0,800
5236,Jacqueline Novak's Off-Broadway Comedy Get on Your Knees Is Not About Prayer,2020-01-07,57329,377,0,28
5237,"Shaquille O'Neal Bets He and Kobe Bryant Could Beat LeBron James, Anthony Davis",2020-01-07,2433668,41365,0,2647
